Station ID,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS01081,"1657 Random Rd, City 231, Country",DC Fast Charger,0.38,24/7,12.68,24,Ionity,150,Type 2,2017,Yes,4.4,1,Monthly
EVS01082,"3783 Moscow Ave, Moscow",AC Level 1,0.29,24/7,17.82,50,Tesla,22,Type 2,2012,No,3.8,10,Annually
EVS01083,"276 Chicago Ave, Chicago",AC Level 1,0.12,6:00-22:00,18.09,86,Ionity,50,"CHAdeMO, CCS",2010,No,3.3,3,Annually
EVS01084,"30 Mumbai Ave, Mumbai",DC Fast Charger,0.23,9:00-18:00,16.54,59,EVgo,150,CCS,2022,No,3.1,5,Quarterly
EVS01085,"9219 Cape Town Ave, Cape Town",AC Level 1,0.37,24/7,3.64,25,ChargePoint,350,Tesla,2014,Yes,4.1,3,Monthly
EVS01086,"5178 São Paulo Ave, São Paulo",AC Level 2,0.25,9:00-18:00,8.96,19,Ionity,22,CCS,2022,No,4.5,2,Annually
EVS01087,"1652 Moscow Ave, Moscow",AC Level 2,0.39,6:00-22:00,0.61,84,ChargePoint,50,Type 2,2022,Yes,4.5,8,Quarterly
EVS01088,"9216 Mumbai Ave, Mumbai",DC Fast Charger,0.38,6:00-22:00,18.77,69,ChargePoint,150,Type 2,2020,No,4.6,5,Quarterly
EVS01089,"1561 Los Angeles Ave, Los Angeles",AC Level 1,0.37,6:00-22:00,5.61,50,ChargePoint,22,"Type 2, CHAdeMO",2016,No,4.0,9,Annually
EVS01090,"464 Mexico City Ave, Mexico City",AC Level 2,0.22,9:00-18:00,13.86,62,ChargePoint,150,CCS,2013,No,3.4,5,Monthly
EVS01091,"678 Random Rd, City 408, Country",AC Level 2,0.35,6:00-22:00,11.50,23,ChargePoint,150,Type 2,2022,No,3.4,1,Monthly
EVS01092,"3476 Dubai Ave, Dubai",AC Level 1,0.38,9:00-18:00,8.01,44,ChargePoint,22,"CCS, Tesla",2022,Yes,4.0,9,Quarterly
EVS01093,"26 Cape Town Ave, Cape Town",AC Level 2,0.18,9:00-18:00,7.16,92,Ionity,50,Type 2,2010,No,4.2,8,Annually
EVS01094,"6127 Seoul Ave, Seoul",AC Level 1,0.42,24/7,10.32,36,Ionity,22,"CCS, CHAdeMO",2013,No,4.0,8,Monthly
EVS01095,"2437 Dubai Ave, Dubai",AC Level 1,0.23,9:00-18:00,7.45,18,EVgo,22,"CHAdeMO, Tesla",2011,No,4.2,3,Quarterly
EVS01096,"8588 Moscow Ave, Moscow",AC Level 1,0.41,6:00-22:00,16.89,50,Tesla,22,Type 2,2017,No,3.5,7,Annually
EVS01097,"2593 Cape Town Ave, Cape Town",AC Level 1,0.31,9:00-18:00,16.67,41,Ionity,50,Tesla,2013,No,3.1,8,Monthly
EVS01098,"5131 Bangkok Ave, Bangkok",AC Level 2,0.41,6:00-22:00,1.46,20,Tesla,22,CCS,2013,Yes,4.1,10,Annually
EVS01099,"7924 Berlin Ave, Berlin",AC Level 2,0.48,24/7,2.85,21,ChargePoint,50,"CCS, Type 2",2021,No,4.0,2,Quarterly
EVS01100,"8508 Mexico City Ave, Mexico City",DC Fast Charger,0.20,9:00-18:00,13.12,78,ChargePoint,22,CCS,2013,No,3.2,3,Quarterly
EVS01101,"7263 Random Rd, City 76, Country",AC Level 2,0.19,9:00-18:00,3.99,60,EVgo,22,CCS,2019,No,3.7,10,Quarterly
EVS01102,"9099 Mumbai Ave, Mumbai",DC Fast Charger,0.16,6:00-22:00,6.13,70,EVgo,350,Tesla,2018,Yes,4.8,7,Annually
EVS01103,"8220 Seoul Ave, Seoul",DC Fast Charger,0.22,6:00-22:00,2.83,38,Greenlots,350,CHAdeMO,2021,No,4.1,3,Quarterly
EVS01104,"8604 Moscow Ave, Moscow",AC Level 2,0.44,9:00-18:00,4.32,20,ChargePoint,50,Type 2,2010,Yes,4.5,2,Annually
EVS01105,"5707 Mumbai Ave, Mumbai",DC Fast Charger,0.25,24/7,14.46,62,Greenlots,22,"Tesla, CCS",2011,Yes,4.3,2,Quarterly
EVS01106,"3982 Los Angeles Ave, Los Angeles",AC Level 2,0.45,6:00-22:00,14.71,75,Greenlots,150,Type 2,2023,Yes,4.6,8,Annually
EVS01107,"7646 Toronto Ave, Toronto",AC Level 1,0.43,24/7,14.29,38,Greenlots,350,Type 2,2014,Yes,5.0,4,Monthly
EVS01108,"1501 Chicago Ave, Chicago",DC Fast Charger,0.13,9:00-18:00,9.54,87,ChargePoint,50,Tesla,2017,No,3.1,10,Annually
EVS01109,"6052 Cape Town Ave, Cape Town",DC Fast Charger,0.17,9:00-18:00,5.46,14,Greenlots,350,CCS,2020,Yes,3.8,1,Monthly
EVS01110,"6145 Mumbai Ave, Mumbai",AC Level 2,0.29,9:00-18:00,6.49,91,Ionity,150,"CCS, CHAdeMO",2015,Yes,3.6,8,Monthly
EVS01111,"1129 Random Rd, City 254, Country",DC Fast Charger,0.38,24/7,18.90,80,Ionity,350,"Type 2, CHAdeMO",2020,No,5.0,2,Monthly
EVS01112,"6925 Beijing Ave, Beijing",AC Level 1,0.50,6:00-22:00,2.62,17,EVgo,350,Type 2,2010,No,3.8,2,Quarterly
EVS01113,"3929 Berlin Ave, Berlin",AC Level 2,0.46,24/7,13.82,77,ChargePoint,350,Type 2,2022,Yes,3.3,6,Quarterly
EVS01114,"5612 Cape Town Ave, Cape Town",AC Level 2,0.25,6:00-22:00,7.56,98,Ionity,22,CCS,2013,Yes,5.0,4,Annually
EVS01115,"1225 Seoul Ave, Seoul",AC Level 2,0.47,9:00-18:00,8.57,40,Tesla,50,CHAdeMO,2023,No,3.5,8,Annually
EVS01116,"903 Seoul Ave, Seoul",DC Fast Charger,0.27,9:00-18:00,2.92,87,EVgo,150,CHAdeMO,2012,Yes,3.7,6,Quarterly
EVS01117,"2611 Sydney Ave, Sydney",DC Fast Charger,0.44,6:00-22:00,19.32,87,Greenlots,22,Type 2,2010,No,4.8,9,Annually
EVS01118,"4643 São Paulo Ave, São Paulo",AC Level 2,0.25,6:00-22:00,1.71,82,EVgo,22,CHAdeMO,2010,Yes,3.5,5,Annually
EVS01119,"8431 Cape Town Ave, Cape Town",DC Fast Charger,0.24,9:00-18:00,9.93,33,Greenlots,350,"Type 2, CCS",2018,Yes,4.4,5,Quarterly
EVS01120,"4383 Dubai Ave, Dubai",AC Level 2,0.36,9:00-18:00,6.22,86,ChargePoint,150,CCS,2017,No,4.2,6,Monthly
EVS01121,"7884 Random Rd, City 50, Country",DC Fast Charger,0.14,9:00-18:00,4.67,81,Ionity,350,CCS,2016,Yes,3.1,10,Quarterly
EVS01122,"3125 Los Angeles Ave, Los Angeles",AC Level 2,0.44,6:00-22:00,7.81,71,Tesla,50,"Type 2, CCS",2016,No,3.3,1,Annually
EVS01123,"6393 Sydney Ave, Sydney",DC Fast Charger,0.38,6:00-22:00,17.89,35,Tesla,50,CHAdeMO,2014,No,4.5,2,Annually
EVS01124,"790 San Francisco Ave, San Francisco",AC Level 1,0.36,6:00-22:00,6.82,80,Greenlots,150,"Type 2, CHAdeMO",2016,No,4.9,5,Annually
EVS01125,"7562 Sydney Ave, Sydney",AC Level 2,0.27,9:00-18:00,6.18,70,ChargePoint,50,CHAdeMO,2012,Yes,4.2,5,Quarterly
EVS01126,"5587 Sydney Ave, Sydney",AC Level 1,0.34,24/7,9.09,46,EVgo,350,"Tesla, CCS",2014,Yes,3.3,5,Quarterly
EVS01127,"457 Dubai Ave, Dubai",AC Level 2,0.31,9:00-18:00,6.85,78,Tesla,150,CCS,2016,Yes,4.5,10,Quarterly
EVS01128,"1941 Sydney Ave, Sydney",DC Fast Charger,0.27,6:00-22:00,19.98,28,Ionity,22,"Type 2, CHAdeMO",2022,No,3.4,5,Annually
EVS01129,"7403 Chicago Ave, Chicago",DC Fast Charger,0.39,9:00-18:00,19.79,71,ChargePoint,350,"CHAdeMO, Type 2",2015,Yes,4.9,3,Annually
EVS01130,"7715 Moscow Ave, Moscow",DC Fast Charger,0.14,24/7,15.54,75,ChargePoint,350,Tesla,2012,No,4.5,9,Monthly
EVS01131,"7252 Random Rd, City 204, Country",AC Level 2,0.22,6:00-22:00,13.98,49,EVgo,350,CCS,2013,No,4.4,8,Monthly
EVS01132,"8785 Los Angeles Ave, Los Angeles",AC Level 2,0.47,9:00-18:00,5.59,42,EVgo,22,"CCS, Tesla",2019,Yes,4.6,1,Quarterly
EVS01133,"5182 Dubai Ave, Dubai",AC Level 1,0.26,9:00-18:00,15.27,85,EVgo,150,"Tesla, CHAdeMO",2017,No,3.4,2,Quarterly
EVS01134,"9611 Sydney Ave, Sydney",AC Level 1,0.17,24/7,10.58,60,EVgo,50,"Tesla, CHAdeMO",2016,No,4.0,1,Annually
EVS01135,"2569 Mumbai Ave, Mumbai",AC Level 1,0.10,9:00-18:00,3.10,31,Tesla,22,"CHAdeMO, CCS",2022,No,5.0,2,Quarterly
EVS01136,"4375 Bangkok Ave, Bangkok",DC Fast Charger,0.25,9:00-18:00,3.03,92,Greenlots,350,"Type 2, CCS",2019,No,4.7,9,Quarterly
EVS01137,"5572 Mumbai Ave, Mumbai",AC Level 1,0.20,24/7,1.48,51,ChargePoint,150,Tesla,2016,No,4.8,10,Quarterly
EVS01138,"8939 Dubai Ave, Dubai",DC Fast Charger,0.18,24/7,12.87,38,Tesla,350,CCS,2015,No,3.9,1,Monthly
EVS01139,"8109 Cape Town Ave, Cape Town",AC Level 2,0.48,6:00-22:00,13.86,77,ChargePoint,150,Type 2,2023,No,4.9,4,Monthly
EVS01140,"5355 Moscow Ave, Moscow",DC Fast Charger,0.18,6:00-22:00,0.94,90,Greenlots,150,CCS,2022,No,3.4,3,Annually
EVS01141,"2228 Random Rd, City 249, Country",DC Fast Charger,0.24,9:00-18:00,19.70,37,ChargePoint,150,CHAdeMO,2018,Yes,3.6,5,Annually
EVS01142,"8130 Beijing Ave, Beijing",AC Level 2,0.47,9:00-18:00,3.51,84,EVgo,22,Type 2,2017,Yes,4.7,7,Monthly
EVS01143,"4698 Beijing Ave, Beijing",DC Fast Charger,0.20,24/7,19.62,57,Greenlots,50,CHAdeMO,2013,Yes,4.2,9,Quarterly
EVS01144,"8473 Chicago Ave, Chicago",DC Fast Charger,0.40,9:00-18:00,0.93,12,Ionity,50,Type 2,2014,No,4.1,10,Quarterly
EVS01145,"6789 Moscow Ave, Moscow",AC Level 2,0.46,24/7,0.76,27,Ionity,350,"Type 2, CHAdeMO",2022,Yes,3.6,9,Quarterly
EVS01146,"7406 Cape Town Ave, Cape Town",DC Fast Charger,0.20,6:00-22:00,15.69,40,Ionity,350,CCS,2011,Yes,3.5,9,Monthly
EVS01147,"8929 Beijing Ave, Beijing",DC Fast Charger,0.39,24/7,17.75,60,Ionity,350,Type 2,2019,No,4.7,9,Annually
EVS01148,"1403 Toronto Ave, Toronto",AC Level 1,0.33,9:00-18:00,5.31,97,Greenlots,50,"Tesla, CHAdeMO",2013,Yes,3.3,2,Monthly
EVS01149,"4319 Cape Town Ave, Cape Town",AC Level 2,0.28,9:00-18:00,15.62,63,EVgo,50,Type 2,2013,No,4.7,2,Quarterly
EVS01150,"7783 Berlin Ave, Berlin",DC Fast Charger,0.45,9:00-18:00,11.57,81,EVgo,22,Type 2,2010,Yes,3.9,2,Annually
EVS01151,"3842 Random Rd, City 393, Country",AC Level 2,0.24,24/7,7.41,92,ChargePoint,150,"CHAdeMO, Tesla",2014,Yes,4.6,3,Annually
EVS01152,"6087 Dubai Ave, Dubai",DC Fast Charger,0.43,9:00-18:00,10.51,79,ChargePoint,22,CCS,2015,No,3.7,6,Monthly
EVS01153,"4944 Dubai Ave, Dubai",AC Level 1,0.21,24/7,9.54,33,EVgo,22,"CCS, Type 2",2018,No,3.5,10,Quarterly
EVS01154,"8324 Cape Town Ave, Cape Town",DC Fast Charger,0.12,6:00-22:00,16.74,44,EVgo,22,"CCS, Tesla",2019,No,4.5,10,Monthly
EVS01155,"6277 Mexico City Ave, Mexico City",AC Level 1,0.15,24/7,14.13,70,Tesla,22,CHAdeMO,2020,Yes,4.1,9,Annually
EVS01156,"533 Cape Town Ave, Cape Town",AC Level 1,0.31,6:00-22:00,16.26,94,EVgo,350,CHAdeMO,2017,No,3.8,4,Annually
EVS01157,"1842 Mexico City Ave, Mexico City",AC Level 2,0.30,6:00-22:00,17.43,70,Ionity,150,CHAdeMO,2011,No,3.1,7,Quarterly
EVS01158,"3693 Mexico City Ave, Mexico City",AC Level 1,0.22,6:00-22:00,0.77,17,EVgo,150,Type 2,2013,Yes,4.7,5,Annually
EVS01159,"3151 Mexico City Ave, Mexico City",AC Level 1,0.33,6:00-22:00,8.20,96,Greenlots,22,"Tesla, Type 2",2015,No,4.2,6,Quarterly
EVS01160,"3994 Berlin Ave, Berlin",AC Level 1,0.18,24/7,11.80,59,Ionity,350,"CHAdeMO, Type 2",2016,No,3.2,5,Quarterly
EVS01161,"2368 Random Rd, City 50, Country",DC Fast Charger,0.25,6:00-22:00,13.77,65,EVgo,350,CCS,2019,No,3.3,3,Annually
EVS01162,"277 Los Angeles Ave, Los Angeles",AC Level 1,0.46,9:00-18:00,17.69,83,Ionity,50,"Type 2, CCS",2016,Yes,4.6,3,Monthly
EVS01163,"3563 Seoul Ave, Seoul",AC Level 1,0.40,9:00-18:00,7.22,34,EVgo,50,Tesla,2011,Yes,3.2,1,Annually
EVS01164,"4421 Los Angeles Ave, Los Angeles",AC Level 2,0.32,9:00-18:00,3.75,19,ChargePoint,50,Tesla,2019,No,4.6,10,Annually
EVS01165,"2657 Beijing Ave, Beijing",AC Level 1,0.40,6:00-22:00,5.57,48,Greenlots,50,CHAdeMO,2013,No,3.9,9,Annually
EVS01166,"2241 São Paulo Ave, São Paulo",AC Level 2,0.28,24/7,12.38,50,Greenlots,50,Type 2,2015,No,4.2,1,Monthly
EVS01167,"1049 Seoul Ave, Seoul",DC Fast Charger,0.42,24/7,1.85,22,Greenlots,150,"CHAdeMO, CCS",2015,Yes,4.2,9,Annually
EVS01168,"9089 Toronto Ave, Toronto",AC Level 2,0.21,6:00-22:00,4.69,91,EVgo,350,"CHAdeMO, Type 2",2022,No,3.9,2,Annually
EVS01169,"158 Beijing Ave, Beijing",AC Level 2,0.44,9:00-18:00,1.68,31,Ionity,50,Tesla,2023,Yes,4.9,7,Quarterly
EVS01170,"5944 Sydney Ave, Sydney",DC Fast Charger,0.11,6:00-22:00,16.34,65,ChargePoint,22,"CCS, CHAdeMO",2012,No,3.2,10,Monthly
EVS01171,"9313 Random Rd, City 235, Country",AC Level 2,0.13,6:00-22:00,12.12,86,Greenlots,150,"Tesla, CHAdeMO",2011,No,3.4,6,Monthly
EVS01172,"8322 Cape Town Ave, Cape Town",DC Fast Charger,0.32,9:00-18:00,16.60,37,Tesla,50,Tesla,2023,Yes,4.4,9,Annually
EVS01173,"7534 Dubai Ave, Dubai",AC Level 1,0.25,24/7,8.23,61,Tesla,50,"Tesla, CHAdeMO",2010,No,4.0,8,Monthly
EVS01174,"5258 Chicago Ave, Chicago",AC Level 2,0.48,9:00-18:00,4.18,28,ChargePoint,50,"CHAdeMO, Type 2",2018,Yes,3.1,2,Annually
EVS01175,"8022 San Francisco Ave, San Francisco",AC Level 1,0.12,24/7,12.66,79,EVgo,150,"Type 2, Tesla",2023,No,4.7,3,Monthly
EVS01176,"9562 San Francisco Ave, San Francisco",AC Level 1,0.22,9:00-18:00,8.45,48,Greenlots,50,"CHAdeMO, Tesla",2020,No,4.6,9,Quarterly
EVS01177,"3677 Toronto Ave, Toronto",AC Level 1,0.19,24/7,16.58,63,Greenlots,150,"CHAdeMO, Tesla",2023,No,4.0,4,Annually
EVS01178,"5195 Los Angeles Ave, Los Angeles",AC Level 1,0.42,9:00-18:00,11.49,34,Ionity,22,Type 2,2013,No,4.1,10,Quarterly
EVS01179,"2153 Moscow Ave, Moscow",AC Level 2,0.47,9:00-18:00,8.73,39,Tesla,150,"Tesla, Type 2",2014,No,4.9,4,Quarterly
EVS01180,"5321 Cape Town Ave, Cape Town",DC Fast Charger,0.31,6:00-22:00,11.24,36,Ionity,50,Tesla,2019,Yes,3.7,2,Annually
EVS01181,"320 Random Rd, City 325, Country",DC Fast Charger,0.28,24/7,11.82,68,ChargePoint,22,Type 2,2023,Yes,4.2,3,Monthly
EVS01182,"6064 Bangkok Ave, Bangkok",AC Level 2,0.37,24/7,18.26,72,Greenlots,50,CCS,2018,Yes,3.2,6,Annually
EVS01183,"5202 Moscow Ave, Moscow",AC Level 2,0.25,9:00-18:00,9.87,51,Greenlots,150,"CCS, Type 2",2020,No,4.9,9,Monthly
EVS01184,"898 Dubai Ave, Dubai",AC Level 1,0.32,6:00-22:00,10.33,96,Greenlots,22,CHAdeMO,2023,Yes,3.1,6,Monthly
EVS01185,"7197 Sydney Ave, Sydney",AC Level 2,0.26,24/7,13.89,57,Tesla,50,"Type 2, Tesla",2023,No,4.1,2,Annually
EVS01186,"3038 Bangkok Ave, Bangkok",AC Level 2,0.13,9:00-18:00,15.04,50,Greenlots,50,Tesla,2022,Yes,4.8,3,Annually
EVS01187,"1865 Mumbai Ave, Mumbai",DC Fast Charger,0.21,9:00-18:00,12.91,36,Ionity,22,"Type 2, Tesla",2013,Yes,4.7,2,Annually
EVS01188,"5183 Chicago Ave, Chicago",AC Level 1,0.17,24/7,16.34,18,Ionity,22,"Tesla, CHAdeMO",2019,No,4.0,7,Monthly
EVS01189,"9505 Los Angeles Ave, Los Angeles",DC Fast Charger,0.15,24/7,3.80,80,EVgo,150,CHAdeMO,2014,Yes,4.6,4,Annually
EVS01190,"4317 Berlin Ave, Berlin",AC Level 2,0.24,9:00-18:00,17.44,65,Ionity,50,CHAdeMO,2017,Yes,3.4,2,Monthly
EVS01191,"1475 Random Rd, City 458, Country",DC Fast Charger,0.47,9:00-18:00,3.93,61,Tesla,22,"Tesla, CCS",2023,No,3.9,4,Monthly
EVS01192,"7506 San Francisco Ave, San Francisco",AC Level 1,0.30,9:00-18:00,5.70,59,ChargePoint,22,CCS,2012,Yes,3.0,1,Monthly
EVS01193,"9735 Mexico City Ave, Mexico City",AC Level 2,0.47,24/7,0.58,39,ChargePoint,350,"CHAdeMO, Tesla",2022,No,3.7,5,Annually
EVS01194,"6688 Mexico City Ave, Mexico City",DC Fast Charger,0.31,6:00-22:00,8.00,87,Ionity,22,"Type 2, CCS",2020,Yes,4.9,7,Monthly
EVS01195,"6977 Mexico City Ave, Mexico City",DC Fast Charger,0.38,6:00-22:00,7.13,67,Ionity,22,"Type 2, Tesla",2012,No,4.7,10,Annually
EVS01196,"3966 Mumbai Ave, Mumbai",AC Level 1,0.49,6:00-22:00,14.69,50,Ionity,22,Tesla,2020,No,4.5,9,Annually
EVS01197,"1383 Dubai Ave, Dubai",DC Fast Charger,0.33,24/7,9.84,15,Ionity,150,"Tesla, CCS",2011,No,4.6,7,Annually
EVS01198,"175 Moscow Ave, Moscow",DC Fast Charger,0.43,9:00-18:00,5.78,58,EVgo,150,CCS,2014,Yes,3.2,3,Quarterly
EVS01199,"8115 Cape Town Ave, Cape Town",AC Level 1,0.48,24/7,14.04,69,Tesla,22,"CHAdeMO, CCS",2011,Yes,3.3,10,Annually
EVS01200,"3770 Chicago Ave, Chicago",AC Level 1,0.43,24/7,9.54,27,Greenlots,50,Tesla,2010,Yes,4.2,10,Annually
EVS01201,"7599 Random Rd, City 415, Country",AC Level 2,0.31,6:00-22:00,18.72,89,ChargePoint,50,"Tesla, CCS",2015,No,3.3,5,Monthly
EVS01202,"813 Dubai Ave, Dubai",DC Fast Charger,0.12,24/7,17.27,82,Tesla,22,"Type 2, CCS",2019,Yes,4.1,1,Monthly
EVS01203,"4066 Cape Town Ave, Cape Town",AC Level 2,0.46,6:00-22:00,8.56,55,Greenlots,50,CHAdeMO,2018,Yes,3.3,4,Quarterly
EVS01204,"2451 Mumbai Ave, Mumbai",AC Level 2,0.42,24/7,1.52,35,Ionity,50,CCS,2012,No,3.9,5,Quarterly
EVS01205,"4039 Moscow Ave, Moscow",AC Level 1,0.15,6:00-22:00,10.93,10,Tesla,50,"CCS, Tesla",2018,Yes,4.0,3,Monthly
EVS01206,"5077 Sydney Ave, Sydney",AC Level 2,0.43,24/7,4.43,66,Tesla,22,"CHAdeMO, Tesla",2020,Yes,3.0,5,Annually
EVS01207,"3096 San Francisco Ave, San Francisco",AC Level 2,0.18,9:00-18:00,9.60,44,EVgo,150,"Type 2, Tesla",2020,No,4.5,9,Quarterly
EVS01208,"8085 Chicago Ave, Chicago",DC Fast Charger,0.38,9:00-18:00,16.11,11,Greenlots,350,CCS,2017,Yes,3.7,6,Quarterly
EVS01209,"9172 San Francisco Ave, San Francisco",AC Level 1,0.25,6:00-22:00,19.89,52,Greenlots,22,"CHAdeMO, Tesla",2012,No,3.8,9,Quarterly
EVS01210,"1808 Moscow Ave, Moscow",AC Level 2,0.45,24/7,14.46,27,ChargePoint,350,"CHAdeMO, Tesla",2017,No,3.2,9,Quarterly
EVS01211,"729 Random Rd, City 163, Country",AC Level 2,0.17,9:00-18:00,16.97,44,Tesla,50,CHAdeMO,2010,Yes,4.1,1,Monthly
EVS01212,"9865 Beijing Ave, Beijing",AC Level 1,0.10,9:00-18:00,12.45,73,EVgo,150,Tesla,2011,No,3.9,1,Quarterly
EVS01213,"111 Mumbai Ave, Mumbai",DC Fast Charger,0.19,9:00-18:00,2.91,44,Ionity,22,"Type 2, CHAdeMO",2012,Yes,3.9,1,Annually
EVS01214,"1402 Cape Town Ave, Cape Town",DC Fast Charger,0.23,6:00-22:00,13.45,31,ChargePoint,50,CHAdeMO,2016,No,4.0,9,Monthly
EVS01215,"8725 Chicago Ave, Chicago",DC Fast Charger,0.26,24/7,2.19,60,EVgo,50,CHAdeMO,2019,No,3.2,6,Quarterly
EVS01216,"3476 Berlin Ave, Berlin",DC Fast Charger,0.47,6:00-22:00,1.32,64,Greenlots,150,Type 2,2013,No,4.0,6,Quarterly
EVS01217,"347 Toronto Ave, Toronto",DC Fast Charger,0.21,9:00-18:00,2.74,19,Ionity,150,"Tesla, CHAdeMO",2011,No,3.2,4,Quarterly
EVS01218,"1157 Toronto Ave, Toronto",AC Level 1,0.43,9:00-18:00,17.56,42,ChargePoint,350,CHAdeMO,2010,No,4.7,9,Quarterly
EVS01219,"5705 Beijing Ave, Beijing",AC Level 1,0.46,6:00-22:00,16.47,93,Tesla,22,Tesla,2020,No,3.7,1,Quarterly
EVS01220,"3604 Cape Town Ave, Cape Town",AC Level 1,0.38,9:00-18:00,17.37,20,Tesla,50,"Type 2, CCS",2014,No,3.5,10,Annually
EVS01221,"3957 Random Rd, City 14, Country",AC Level 2,0.15,24/7,15.51,50,Greenlots,50,"Tesla, CCS",2023,No,3.7,7,Annually
EVS01222,"3338 Sydney Ave, Sydney",AC Level 2,0.41,24/7,7.46,59,Tesla,350,"CCS, Tesla",2017,Yes,3.1,2,Quarterly
EVS01223,"1131 Chicago Ave, Chicago",DC Fast Charger,0.16,24/7,8.91,37,Ionity,150,CCS,2014,No,3.5,6,Quarterly
EVS01224,"5000 Bangkok Ave, Bangkok",DC Fast Charger,0.42,24/7,10.30,90,EVgo,350,"Type 2, Tesla",2014,No,3.1,10,Annually
EVS01225,"5850 Berlin Ave, Berlin",DC Fast Charger,0.46,9:00-18:00,8.08,27,Ionity,150,"Tesla, CHAdeMO",2020,Yes,3.5,2,Annually
EVS01226,"8934 Beijing Ave, Beijing",AC Level 2,0.47,9:00-18:00,19.55,13,ChargePoint,22,CHAdeMO,2018,Yes,4.1,9,Annually
EVS01227,"9422 São Paulo Ave, São Paulo",AC Level 2,0.25,24/7,9.38,67,Greenlots,150,"CHAdeMO, Type 2",2017,Yes,3.1,1,Monthly
EVS01228,"7801 Seoul Ave, Seoul",DC Fast Charger,0.28,6:00-22:00,9.13,72,EVgo,50,"Type 2, CHAdeMO",2011,Yes,3.5,3,Annually
EVS01229,"1838 Mexico City Ave, Mexico City",DC Fast Charger,0.23,24/7,7.92,97,Greenlots,22,Type 2,2014,Yes,3.1,4,Monthly
EVS01230,"3094 Mumbai Ave, Mumbai",DC Fast Charger,0.32,24/7,13.47,83,ChargePoint,350,"CCS, Type 2",2021,No,4.2,1,Quarterly
EVS01231,"7290 Random Rd, City 314, Country",AC Level 2,0.32,9:00-18:00,16.90,69,Tesla,50,"Type 2, CHAdeMO",2017,No,3.3,4,Annually
EVS01232,"3047 Cape Town Ave, Cape Town",AC Level 1,0.48,24/7,6.17,19,Ionity,50,CCS,2019,No,4.2,1,Monthly
EVS01233,"5082 Bangkok Ave, Bangkok",DC Fast Charger,0.17,24/7,4.56,12,Ionity,22,CHAdeMO,2018,Yes,4.3,8,Quarterly
EVS01234,"1231 Sydney Ave, Sydney",AC Level 1,0.50,6:00-22:00,16.50,92,Tesla,150,"CCS, Tesla",2018,Yes,3.2,9,Monthly
EVS01235,"9119 Mexico City Ave, Mexico City",AC Level 1,0.19,9:00-18:00,5.71,11,Greenlots,150,CHAdeMO,2023,Yes,4.0,5,Annually
EVS01236,"1779 Seoul Ave, Seoul",AC Level 1,0.21,24/7,14.49,92,Ionity,50,"Type 2, CCS",2020,No,3.7,5,Quarterly
EVS01237,"3698 Seoul Ave, Seoul",AC Level 2,0.49,6:00-22:00,16.58,63,Ionity,50,Type 2,2022,Yes,4.0,10,Quarterly
EVS01238,"4296 Chicago Ave, Chicago",AC Level 1,0.21,6:00-22:00,3.25,55,Ionity,150,"CHAdeMO, CCS",2013,No,4.5,6,Annually
EVS01239,"4399 Seoul Ave, Seoul",DC Fast Charger,0.44,24/7,8.12,69,Ionity,50,CCS,2013,Yes,4.8,2,Quarterly
EVS01240,"153 Los Angeles Ave, Los Angeles",AC Level 2,0.44,9:00-18:00,6.67,22,EVgo,150,"CCS, Tesla",2022,Yes,3.4,9,Quarterly
EVS01241,"2699 Random Rd, City 351, Country",AC Level 2,0.27,6:00-22:00,17.74,33,ChargePoint,350,CHAdeMO,2012,Yes,3.6,2,Quarterly
EVS01242,"6275 Chicago Ave, Chicago",DC Fast Charger,0.48,9:00-18:00,15.35,64,EVgo,150,Tesla,2019,No,4.1,8,Quarterly
EVS01243,"6828 Toronto Ave, Toronto",DC Fast Charger,0.13,6:00-22:00,7.02,29,Tesla,22,"Tesla, Type 2",2021,No,4.4,4,Annually
EVS01244,"1294 Toronto Ave, Toronto",AC Level 1,0.13,6:00-22:00,14.29,14,ChargePoint,150,CCS,2019,No,3.7,8,Monthly
EVS01245,"7121 San Francisco Ave, San Francisco",DC Fast Charger,0.30,6:00-22:00,0.79,60,EVgo,350,Tesla,2021,Yes,3.7,3,Quarterly
EVS01246,"2333 Beijing Ave, Beijing",DC Fast Charger,0.44,6:00-22:00,2.05,13,Ionity,150,"CCS, Tesla",2018,No,4.4,7,Quarterly
EVS01247,"4874 Beijing Ave, Beijing",DC Fast Charger,0.21,24/7,18.88,42,Ionity,22,Type 2,2017,Yes,3.2,2,Annually
EVS01248,"3250 Mexico City Ave, Mexico City",AC Level 1,0.11,6:00-22:00,2.26,26,Tesla,22,"CCS, Tesla",2023,No,4.3,3,Monthly
EVS01249,"7659 San Francisco Ave, San Francisco",AC Level 1,0.40,6:00-22:00,11.01,27,EVgo,50,"Tesla, CCS",2015,Yes,4.4,5,Quarterly
EVS01250,"7621 Moscow Ave, Moscow",DC Fast Charger,0.18,24/7,15.79,69,Ionity,350,"CHAdeMO, CCS",2015,No,3.1,9,Annually
EVS01251,"9584 Random Rd, City 217, Country",AC Level 2,0.40,9:00-18:00,16.53,54,Ionity,50,"Tesla, CHAdeMO",2018,Yes,3.9,3,Monthly
